Date,match_time,home_team_id,home_team_name,away_team_id,away_team_name,league_id,match_day,FTHG,FTAG,status,Winner
2020-01-18,00:00:00,1,1. FC Köln,11,VfL Wolfsburg,2002,18,None,None,SCHEDULED,None
2020-01-18,00:00:00,6,FC Schalke 04,18,Borussia Mönchengladbach,2002,18,None,None,SCHEDULED,None
2020-01-18,00:00:00,9,Hertha BSC,5,FC Bayern München,2002,18,None,None,SCHEDULED,None
2020-01-18,00:00:00,24,TSV Fortuna 95 Düsseldorf,12,SV Werder Bremen,2002,18,None,None,SCHEDULED,None
2020-01-18,00:00:00,15,1. FSV Mainz 05,17,SC Freiburg,2002,18,None,None,SCHEDULED,None
2020-01-18,00:00:00,2,TSG 1899 Hoffenheim,19,Eintracht Frankfurt,2002,18,None,None,SCHEDULED,None
2020-01-18,00:00:00,16,FC Augsburg,4,BV Borussia 09 Dortmund,2002,18,None,None,SCHEDULED,None
2020-01-18,00:00:00,29,SC Paderborn 07,3,Bayer 04 Leverkusen,2002,18,None,None,SCHEDULED,None
2020-01-18,00:00:00,721,RB Leipzig,28,1. FC Union Berlin,2002,18,None,None,SCHEDULED,None
2020-01-25,00:00:00,19,Eintracht Frankfurt,721,RB Leipzig,2002,19,None,None,SCHEDULED,None
2020-01-25,00:00:00,4,BV Borussia 09 Dortmund,1,1. FC Köln,2002,19,None,None,SCHEDULED,None
2020-01-25,00:00:00,12,SV Werder Bremen,2,TSG 1899 Hoffenheim,2002,19,None,None,SCHEDULED,None
2020-01-25,00:00:00,18,Borussia Mönchengladbach,15,1. FSV Mainz 05,2002,19,None,None,SCHEDULED,None
2020-01-25,00:00:00,5,FC Bayern München,6,FC Schalke 04,2002,19,None,None,SCHEDULED,None
2020-01-25,00:00:00,3,Bayer 04 Leverkusen,24,TSV Fortuna 95 Düsseldorf,2002,19,None,None,SCHEDULED,None
2020-01-25,00:00:00,17,SC Freiburg,29,SC Paderborn 07,2002,19,None,None,SCHEDULED,None
2020-01-25,00:00:00,11,VfL Wolfsburg,9,Hertha BSC,2002,19,None,None,SCHEDULED,None
2020-01-25,00:00:00,28,1. FC Union Berlin,16,FC Augsburg,2002,19,None,None,SCHEDULED,None
2020-02-01,00:00:00,1,1. FC Köln,17,SC Freiburg,2002,20,None,None,SCHEDULED,None
2020-02-01,00:00:00,4,BV Borussia 09 Dortmund,28,1. FC Union Berlin,2002,20,None,None,SCHEDULED,None
2020-02-01,00:00:00,9,Hertha BSC,6,FC Schalke 04,2002,20,None,None,SCHEDULED,None
2020-02-01,00:00:00,24,TSV Fortuna 95 Düsseldorf,19,Eintracht Frankfurt,2002,20,None,None,SCHEDULED,None
2020-02-01,00:00:00,15,1. FSV Mainz 05,5,FC Bayern München,2002,20,None,None,SCHEDULED,None
2020-02-01,00:00:00,2,TSG 1899 Hoffenheim,3,Bayer 04 Leverkusen,2002,20,None,None,SCHEDULED,None
2020-02-01,00:00:00,16,FC Augsburg,12,SV Werder Bremen,2002,20,None,None,SCHEDULED,None
2020-02-01,00:00:00,29,SC Paderborn 07,11,VfL Wolfsburg,2002,20,None,None,SCHEDULED,None
2020-02-01,00:00:00,721,RB Leipzig,18,Borussia Mönchengladbach,2002,20,None,None,SCHEDULED,None
2020-02-08,00:00:00,19,Eintracht Frankfurt,16,FC Augsburg,2002,21,None,None,SCHEDULED,None
2020-02-08,00:00:00,6,FC Schalke 04,29,SC Paderborn 07,2002,21,None,None,SCHEDULED,None
2020-02-08,00:00:00,12,SV Werder Bremen,28,1. FC Union Berlin,2002,21,None,None,SCHEDULED,None
2020-02-08,00:00:00,9,Hertha BSC,15,1. FSV Mainz 05,2002,21,None,None,SCHEDULED,None
2020-02-08,00:00:00,18,Borussia Mönchengladbach,1,1. FC Köln,2002,21,None,None,SCHEDULED,None
2020-02-08,00:00:00,5,FC Bayern München,721,RB Leipzig,2002,21,None,None,SCHEDULED,None
2020-02-08,00:00:00,3,Bayer 04 Leverkusen,4,BV Borussia 09 Dortmund,2002,21,None,None,SCHEDULED,None
2020-02-08,00:00:00,17,SC Freiburg,2,TSG 1899 Hoffenheim,2002,21,None,None,SCHEDULED,None
2020-02-08,00:00:00,11,VfL Wolfsburg,24,TSV Fortuna 95 Düsseldorf,2002,21,None,None,SCHEDULED,None
2020-02-15,00:00:00,1,1. FC Köln,5,FC Bayern München,2002,22,None,None,SCHEDULED,None
2020-02-15,00:00:00,4,BV Borussia 09 Dortmund,19,Eintracht Frankfurt,2002,22,None,None,SCHEDULED,None
2020-02-15,00:00:00,24,TSV Fortuna 95 Düsseldorf,18,Borussia Mönchengladbach,2002,22,None,None,SCHEDULED,None
2020-02-15,00:00:00,15,1. FSV Mainz 05,6,FC Schalke 04,2002,22,None,None,SCHEDULED,None
2020-02-15,00:00:00,2,TSG 1899 Hoffenheim,11,VfL Wolfsburg,2002,22,None,None,SCHEDULED,None
2020-02-15,00:00:00,16,FC Augsburg,17,SC Freiburg,2002,22,None,None,SCHEDULED,None
2020-02-15,00:00:00,28,1. FC Union Berlin,3,Bayer 04 Leverkusen,2002,22,None,None,SCHEDULED,None
2020-02-15,00:00:00,29,SC Paderborn 07,9,Hertha BSC,2002,22,None,None,SCHEDULED,None
2020-02-15,00:00:00,721,RB Leipzig,12,SV Werder Bremen,2002,22,None,None,SCHEDULED,None
2020-02-22,00:00:00,3,Bayer 04 Leverkusen,16,FC Augsburg,2002,23,None,None,SCHEDULED,None
2020-02-22,00:00:00,17,SC Freiburg,24,TSV Fortuna 95 Düsseldorf,2002,23,None,None,SCHEDULED,None
2020-02-22,00:00:00,11,VfL Wolfsburg,15,1. FSV Mainz 05,2002,23,None,None,SCHEDULED,None
2020-02-22,00:00:00,19,Eintracht Frankfurt,28,1. FC Union Berlin,2002,23,None,None,SCHEDULED,None
2020-02-22,00:00:00,6,FC Schalke 04,721,RB Leipzig,2002,23,None,None,SCHEDULED,None
2020-02-22,00:00:00,12,SV Werder Bremen,4,BV Borussia 09 Dortmund,2002,23,None,None,SCHEDULED,None
2020-02-22,00:00:00,9,Hertha BSC,1,1. FC Köln,2002,23,None,None,SCHEDULED,None
2020-02-22,00:00:00,18,Borussia Mönchengladbach,2,TSG 1899 Hoffenheim,2002,23,None,None,SCHEDULED,None
2020-02-22,00:00:00,5,FC Bayern München,29,SC Paderborn 07,2002,23,None,None,SCHEDULED,None
2020-02-29,00:00:00,1,1. FC Köln,6,FC Schalke 04,2002,24,None,None,SCHEDULED,None
2020-02-29,00:00:00,4,BV Borussia 09 Dortmund,17,SC Freiburg,2002,24,None,None,SCHEDULED,None
2020-02-29,00:00:00,12,SV Werder Bremen,19,Eintracht Frankfurt,2002,24,None,None,SCHEDULED,None
2020-02-29,00:00:00,24,TSV Fortuna 95 Düsseldorf,9,Hertha BSC,2002,24,None,None,SCHEDULED,None
2020-02-29,00:00:00,15,1. FSV Mainz 05,29,SC Paderborn 07,2002,24,None,None,SCHEDULED,None
2020-02-29,00:00:00,2,TSG 1899 Hoffenheim,5,FC Bayern München,2002,24,None,None,SCHEDULED,None
2020-02-29,00:00:00,16,FC Augsburg,18,Borussia Mönchengladbach,2002,24,None,None,SCHEDULED,None
2020-02-29,00:00:00,28,1. FC Union Berlin,11,VfL Wolfsburg,2002,24,None,None,SCHEDULED,None
2020-02-29,00:00:00,721,RB Leipzig,3,Bayer 04 Leverkusen,2002,24,None,None,SCHEDULED,None
2020-03-07,00:00:00,6,FC Schalke 04,2,TSG 1899 Hoffenheim,2002,25,None,None,SCHEDULED,None
2020-03-07,00:00:00,9,Hertha BSC,12,SV Werder Bremen,2002,25,None,None,SCHEDULED,None
2020-03-07,00:00:00,18,Borussia Mönchengladbach,4,BV Borussia 09 Dortmund,2002,25,None,None,SCHEDULED,None
2020-03-07,00:00:00,5,FC Bayern München,16,FC Augsburg,2002,25,None,None,SCHEDULED,None
2020-03-07,00:00:00,3,Bayer 04 Leverkusen,19,Eintracht Frankfurt,2002,25,None,None,SCHEDULED,None
2020-03-07,00:00:00,17,SC Freiburg,28,1. FC Union Berlin,2002,25,None,None,SCHEDULED,None
2020-03-07,00:00:00,11,VfL Wolfsburg,721,RB Leipzig,2002,25,None,None,SCHEDULED,None
2020-03-07,00:00:00,15,1. FSV Mainz 05,24,TSV Fortuna 95 Düsseldorf,2002,25,None,None,SCHEDULED,None
2020-03-07,00:00:00,29,SC Paderborn 07,1,1. FC Köln,2002,25,None,None,SCHEDULED,None
2020-03-14,00:00:00,1,1. FC Köln,15,1. FSV Mainz 05,2002,26,None,None,SCHEDULED,None
2020-03-14,00:00:00,19,Eintracht Frankfurt,18,Borussia Mönchengladbach,2002,26,None,None,SCHEDULED,None
2020-03-14,00:00:00,4,BV Borussia 09 Dortmund,6,FC Schalke 04,2002,26,None,None,SCHEDULED,None
2020-03-14,00:00:00,12,SV Werder Bremen,3,Bayer 04 Leverkusen,2002,26,None,None,SCHEDULED,None
2020-03-14,00:00:00,24,TSV Fortuna 95 Düsseldorf,29,SC Paderborn 07,2002,26,None,None,SCHEDULED,None
2020-03-14,00:00:00,2,TSG 1899 Hoffenheim,9,Hertha BSC,2002,26,None,None,SCHEDULED,None
2020-03-14,00:00:00,16,FC Augsburg,11,VfL Wolfsburg,2002,26,None,None,SCHEDULED,None
2020-03-14,00:00:00,28,1. FC Union Berlin,5,FC Bayern München,2002,26,None,None,SCHEDULED,None
2020-03-14,00:00:00,721,RB Leipzig,17,SC Freiburg,2002,26,None,None,SCHEDULED,None
2020-03-21,00:00:00,1,1. FC Köln,24,TSV Fortuna 95 Düsseldorf,2002,27,None,None,SCHEDULED,None
2020-03-21,00:00:00,6,FC Schalke 04,16,FC Augsburg,2002,27,None,None,SCHEDULED,None
2020-03-21,00:00:00,9,Hertha BSC,28,1. FC Union Berlin,2002,27,None,None,SCHEDULED,None
2020-03-21,00:00:00,18,Borussia Mönchengladbach,3,Bayer 04 Leverkusen,2002,27,None,None,SCHEDULED,None
2020-03-21,00:00:00,5,FC Bayern München,19,Eintracht Frankfurt,2002,27,None,None,SCHEDULED,None
2020-03-21,00:00:00,17,SC Freiburg,12,SV Werder Bremen,2002,27,None,None,SCHEDULED,None
2020-03-21,00:00:00,11,VfL Wolfsburg,4,BV Borussia 09 Dortmund,2002,27,None,None,SCHEDULED,None
2020-03-21,00:00:00,15,1. FSV Mainz 05,721,RB Leipzig,2002,27,None,None,SCHEDULED,None
2020-03-21,00:00:00,29,SC Paderborn 07,2,TSG 1899 Hoffenheim,2002,27,None,None,SCHEDULED,None
2020-04-04,00:00:00,19,Eintracht Frankfurt,17,SC Freiburg,2002,28,None,None,SCHEDULED,None
2020-04-04,00:00:00,4,BV Borussia 09 Dortmund,5,FC Bayern München,2002,28,None,None,SCHEDULED,None
2020-04-04,00:00:00,12,SV Werder Bremen,18,Borussia Mönchengladbach,2002,28,None,None,SCHEDULED,None
2020-04-04,00:00:00,24,TSV Fortuna 95 Düsseldorf,6,FC Schalke 04,2002,28,None,None,SCHEDULED,None
2020-04-04,00:00:00,3,Bayer 04 Leverkusen,11,VfL Wolfsburg,2002,28,None,None,SCHEDULED,None
2020-04-04,00:00:00,2,TSG 1899 Hoffenheim,1,1. FC Köln,2002,28,None,None,SCHEDULED,None
2020-04-04,00:00:00,16,FC Augsburg,29,SC Paderborn 07,2002,28,None,None,SCHEDULED,None
2020-04-04,00:00:00,28,1. FC Union Berlin,15,1. FSV Mainz 05,2002,28,None,None,SCHEDULED,None
2020-04-04,00:00:00,721,RB Leipzig,9,Hertha BSC,2002,28,None,None,SCHEDULED,None
2020-04-11,00:00:00,1,1. FC Köln,721,RB Leipzig,2002,29,None,None,SCHEDULED,None
2020-04-11,00:00:00,6,FC Schalke 04,12,SV Werder Bremen,2002,29,None,None,SCHEDULED,None
2020-04-11,00:00:00,9,Hertha BSC,16,FC Augsburg,2002,29,None,None,SCHEDULED,None
2020-04-11,00:00:00,18,Borussia Mönchengladbach,28,1. FC Union Berlin,2002,29,None,None,SCHEDULED,None
2020-04-11,00:00:00,5,FC Bayern München,24,TSV Fortuna 95 Düsseldorf,2002,29,None,None,SCHEDULED,None
2020-04-11,00:00:00,17,SC Freiburg,3,Bayer 04 Leverkusen,2002,29,None,None,SCHEDULED,None
2020-04-11,00:00:00,11,VfL Wolfsburg,19,Eintracht Frankfurt,2002,29,None,None,SCHEDULED,None
2020-04-11,00:00:00,15,1. FSV Mainz 05,2,TSG 1899 Hoffenheim,2002,29,None,None,SCHEDULED,None
2020-04-11,00:00:00,29,SC Paderborn 07,4,BV Borussia 09 Dortmund,2002,29,None,None,SCHEDULED,None
2020-04-18,00:00:00,19,Eintracht Frankfurt,15,1. FSV Mainz 05,2002,30,None,None,SCHEDULED,None
2020-04-18,00:00:00,4,BV Borussia 09 Dortmund,9,Hertha BSC,2002,30,None,None,SCHEDULED,None
2020-04-18,00:00:00,12,SV Werder Bremen,11,VfL Wolfsburg,2002,30,None,None,SCHEDULED,None
2020-04-18,00:00:00,24,TSV Fortuna 95 Düsseldorf,2,TSG 1899 Hoffenheim,2002,30,None,None,SCHEDULED,None
2020-04-18,00:00:00,3,Bayer 04 Leverkusen,5,FC Bayern München,2002,30,None,None,SCHEDULED,None
2020-04-18,00:00:00,17,SC Freiburg,18,Borussia Mönchengladbach,2002,30,None,None,SCHEDULED,None
2020-04-18,00:00:00,16,FC Augsburg,1,1. FC Köln,2002,30,None,None,SCHEDULED,None
2020-04-18,00:00:00,28,1. FC Union Berlin,6,FC Schalke 04,2002,30,None,None,SCHEDULED,None
2020-04-18,00:00:00,721,RB Leipzig,29,SC Paderborn 07,2002,30,None,None,SCHEDULED,None
2020-04-25,00:00:00,1,1. FC Köln,28,1. FC Union Berlin,2002,31,None,None,SCHEDULED,None
2020-04-25,00:00:00,6,FC Schalke 04,3,Bayer 04 Leverkusen,2002,31,None,None,SCHEDULED,None
2020-04-25,00:00:00,9,Hertha BSC,19,Eintracht Frankfurt,2002,31,None,None,SCHEDULED,None
2020-04-25,00:00:00,5,FC Bayern München,18,Borussia Mönchengladbach,2002,31,None,None,SCHEDULED,None
2020-04-25,00:00:00,24,TSV Fortuna 95 Düsseldorf,4,BV Borussia 09 Dortmund,2002,31,None,None,SCHEDULED,None
2020-04-25,00:00:00,11,VfL Wolfsburg,17,SC Freiburg,2002,31,None,None,SCHEDULED,None
2020-04-25,00:00:00,15,1. FSV Mainz 05,16,FC Augsburg,2002,31,None,None,SCHEDULED,None
2020-04-25,00:00:00,2,TSG 1899 Hoffenheim,721,RB Leipzig,2002,31,None,None,SCHEDULED,None
2020-04-25,00:00:00,29,SC Paderborn 07,12,SV Werder Bremen,2002,31,None,None,SCHEDULED,None
2020-05-02,00:00:00,19,Eintracht Frankfurt,6,FC Schalke 04,2002,32,None,None,SCHEDULED,None
2020-05-02,00:00:00,4,BV Borussia 09 Dortmund,15,1. FSV Mainz 05,2002,32,None,None,SCHEDULED,None
2020-05-02,00:00:00,12,SV Werder Bremen,5,FC Bayern München,2002,32,None,None,SCHEDULED,None
2020-05-02,00:00:00,18,Borussia Mönchengladbach,11,VfL Wolfsburg,2002,32,None,None,SCHEDULED,None
2020-05-02,00:00:00,3,Bayer 04 Leverkusen,1,1. FC Köln,2002,32,None,None,SCHEDULED,None
2020-05-02,00:00:00,17,SC Freiburg,9,Hertha BSC,2002,32,None,None,SCHEDULED,None
2020-05-02,00:00:00,16,FC Augsburg,2,TSG 1899 Hoffenheim,2002,32,None,None,SCHEDULED,None
2020-05-02,00:00:00,28,1. FC Union Berlin,29,SC Paderborn 07,2002,32,None,None,SCHEDULED,None
2020-05-02,00:00:00,721,RB Leipzig,24,TSV Fortuna 95 Düsseldorf,2002,32,None,None,SCHEDULED,None
2020-05-09,00:00:00,1,1. FC Köln,19,Eintracht Frankfurt,2002,33,None,None,SCHEDULED,None
2020-05-09,00:00:00,6,FC Schalke 04,11,VfL Wolfsburg,2002,33,None,None,SCHEDULED,None
2020-05-09,00:00:00,9,Hertha BSC,3,Bayer 04 Leverkusen,2002,33,None,None,SCHEDULED,None
2020-05-09,00:00:00,5,FC Bayern München,17,SC Freiburg,2002,33,None,None,SCHEDULED,None
2020-05-09,00:00:00,24,TSV Fortuna 95 Düsseldorf,16,FC Augsburg,2002,33,None,None,SCHEDULED,None
2020-05-09,00:00:00,15,1. FSV Mainz 05,12,SV Werder Bremen,2002,33,None,None,SCHEDULED,None
2020-05-09,00:00:00,2,TSG 1899 Hoffenheim,28,1. FC Union Berlin,2002,33,None,None,SCHEDULED,None
2020-05-09,00:00:00,29,SC Paderborn 07,18,Borussia Mönchengladbach,2002,33,None,None,SCHEDULED,None
2020-05-09,00:00:00,721,RB Leipzig,4,BV Borussia 09 Dortmund,2002,33,None,None,SCHEDULED,None
2020-05-16,00:00:00,19,Eintracht Frankfurt,29,SC Paderborn 07,2002,34,None,None,SCHEDULED,None
2020-05-16,00:00:00,4,BV Borussia 09 Dortmund,2,TSG 1899 Hoffenheim,2002,34,None,None,SCHEDULED,None
2020-05-16,00:00:00,12,SV Werder Bremen,1,1. FC Köln,2002,34,None,None,SCHEDULED,None
2020-05-16,00:00:00,18,Borussia Mönchengladbach,9,Hertha BSC,2002,34,None,None,SCHEDULED,None
2020-05-16,00:00:00,3,Bayer 04 Leverkusen,15,1. FSV Mainz 05,2002,34,None,None,SCHEDULED,None
2020-05-16,00:00:00,17,SC Freiburg,6,FC Schalke 04,2002,34,None,None,SCHEDULED,None
2020-05-16,00:00:00,11,VfL Wolfsburg,5,FC Bayern München,2002,34,None,None,SCHEDULED,None
2020-05-16,00:00:00,16,FC Augsburg,721,RB Leipzig,2002,34,None,None,SCHEDULED,None
2020-05-16,00:00:00,28,1. FC Union Berlin,24,TSV Fortuna 95 Düsseldorf,2002,34,None,None,SCHEDULED,None
